Gene	OMIM_ID	original_url	lsdb_home_url	comments
PASD1	NA	http://www.LOVD.nl/PASD1	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=PASD1	
PAX3	NA	http://grenada.lumc.nl/LOVD2/WS/home.php?select_db=PAX3	http://grenada.lumc.nl/LOVD2/WS/home.php?select_db=PAX3	
PCDH11X	300246	http://www.LOVD.nl/PCDH11X	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=PCDH11X	
PCDH15	NA	http://grenada.lumc.nl/LOVD2/Usher_montpellier/home.php?select_db=PCDH15	http://grenada.lumc.nl/LOVD2/Usher_montpellier/home.php?select_db=PCDH15	
PCDH15	NA	https://research.cchmc.org/LOVD/home.php?select_db=PCDH15	https://research.cchmc.org/LOVD/home.php?select_db=PCDH15	
PCDH19	300460	http://www.LOVD.nl/PCDH19	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=PCDH19	
PCNT	NA	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=PCNT	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=PCNT	
PCYT1B	604926	http://www.LOVD.nl/PCYT1B	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=PCYT1B	
PDE7B	NA	http://lovd.bx.psu.edu/home.php?select_db=PDE7B	http://lovd.bx.psu.edu/home.php?select_db=PDE7B	
PDHA1	300502	http://www.LOVD.nl/PDHA1	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=PDHA1	
PDK3	602526	http://www.LOVD.nl/PDK3	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=PDK3	
PDS5A	NA	http://grenada.lumc.nl/LOVD2/CDLS/home.php?select_db=PDS5A	http://grenada.lumc.nl/LOVD2/CDLS/home.php?select_db=PDS5A	
PDS5B	NA	http://grenada.lumc.nl/LOVD2/CDLS/home.php?select_db=PDS5B	http://grenada.lumc.nl/LOVD2/CDLS/home.php?select_db=PDS5B	
PEX1	NA	http://www.dbpex.org/home.php?select_db=PEX1	http://www.dbpex.org/home.php?select_db=PEX1	
PEX10	NA	http://www.dbpex.org/home.php?select_db=PEX10	http://www.dbpex.org/home.php?select_db=PEX10	
PEX12	NA	http://www.dbpex.org/home.php?select_db=PEX12	http://www.dbpex.org/home.php?select_db=PEX12	
PEX13	NA	http://www.dbpex.org/home.php?select_db=PEX13	http://www.dbpex.org/home.php?select_db=PEX13	
PEX14	NA	http://www.dbpex.org/home.php?select_db=PEX14	http://www.dbpex.org/home.php?select_db=PEX14	
PEX16	NA	http://www.dbpex.org/home.php?select_db=PEX16	http://www.dbpex.org/home.php?select_db=PEX16	
PEX19	NA	http://www.dbpex.org/home.php?select_db=PEX19	http://www.dbpex.org/home.php?select_db=PEX19	
PEX2	NA	http://www.dbpex.org/home.php?select_db=PEX2	http://www.dbpex.org/home.php?select_db=PEX2	
PEX26	NA	http://www.dbpex.org/home.php?select_db=PEX26	http://www.dbpex.org/home.php?select_db=PEX26	
PEX3	NA	http://www.dbpex.org/home.php?select_db=PEX3	http://www.dbpex.org/home.php?select_db=PEX3	
PEX5	NA	http://www.dbpex.org/home.php?select_db=PEX5	http://www.dbpex.org/home.php?select_db=PEX5	
PEX6	NA	http://www.dbpex.org/home.php?select_db=PEX6	http://www.dbpex.org/home.php?select_db=PEX6	
PEX7	NA	http://www.dbpex.org/home.php?select_db=PEX7	http://www.dbpex.org/home.php?select_db=PEX7	
PFKFB1	311790	http://www.LOVD.nl/PFKFB1	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=PFKFB1	
PGAM4	300567	http://www.LOVD.nl/PGAM4	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=PGAM4	
PGK1	311800	http://www.LOVD.nl/PGK1	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=PGK1	
PGRMC1	300435	http://www.LOVD.nl/PGRMC1	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=PGRMC1	
PHF16	300618	http://www.LOVD.nl/PHF16	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=PHF16	
PHF8	300560	http://www.LOVD.nl/PHF8	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=PHF8	
PHKA1	311870	http://www.LOVD.nl/PHKA1	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=PHKA1	
PHKA2	306000	http://www.LOVD.nl/PHKA2	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=PHKA2	
PIGA	311770	http://www.LOVD.nl/PIGA	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=PIGA	
PIM2	300295	http://www.LOVD.nl/PIM2	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=PIM2	
PIN4	300252	http://www.LOVD.nl/PIN4	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=PIN4	
PINK1	608309	http://www.LOVD.nl/PINK1	http://grenada.lumc.nl/LOVD2/TPI/home.php?select_db=PINK1	
PIR	603329	http://www.LOVD.nl/PIR	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=PIR	
PITX3	NA	http://grenada.lumc.nl/LOVD2/eye/home.php?select_db=PITX3	http://grenada.lumc.nl/LOVD2/eye/home.php?select_db=PITX3	
PJA1	300420	http://www.LOVD.nl/PJA1	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=PJA1	
PKD1	NA	http://grenada.lumc.nl/LOVD2/PKD/home.php?select_db=PKD1	http://grenada.lumc.nl/LOVD2/PKD/home.php?select_db=PKD1	
PKD2	NA	http://grenada.lumc.nl/LOVD2/PKD/home.php?select_db=PKD2	http://grenada.lumc.nl/LOVD2/PKD/home.php?select_db=PKD2	
PKP2	NA	http://grenada.lumc.nl/LOVD2/ARVC/home.php?select_db=PKP2	http://grenada.lumc.nl/LOVD2/ARVC/home.php?select_db=PKP2	
PLA2G6	NA	http://grenada.lumc.nl/LOVD2/shared1/home.php?select_db=PLA2G6	http://grenada.lumc.nl/LOVD2/shared1/home.php?select_db=PLA2G6	
PLCXD1	NA	http://www.LOVD.nl/PLCXD1	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=PLCXD1	
PLEC	NA	http://www.dmd.nl/nmdb2/home.php?select_db=PLEC	http://www.dmd.nl/nmdb2/home.php?select_db=PLEC	
PLP1	300401	http://www.LOVD.nl/PLP1	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=PLP1	
PLP2	300112	http://www.LOVD.nl/PLP2	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=PLP2	
PLS3	300131	http://www.LOVD.nl/PLS3	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=PLS3	
PLXNA3	300022	http://www.LOVD.nl/PLXNA3	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=PLXNA3	
PLXNB3	300214	http://www.LOVD.nl/PLXNB3	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=PLXNB3	
PMS1	NA	http://chromium.liacs.nl/LOVD2/colon_cancer/home.php?select_db=PMS1	http://chromium.liacs.nl/LOVD2/colon_cancer/home.php?select_db=PMS1	
PMS1	NA	http://www.china-hvp.org/LOVD/home.php?select_db=PMS1	http://www.china-hvp.org/LOVD/home.php?select_db=PMS1	
PMS1	NA	http://www.genomed.org/LOVD/home.php?select_db=PMS1	http://www.genomed.org/LOVD/home.php?select_db=PMS1	
PMS2	600259	http://www.LOVD.nl/PMS2	http://chromium.liacs.nl/LOVD2/colon_cancer/home.php?select_db=PMS2	
PMS2	600259	http://www.china-hvp.org/LOVD/home.php?select_db=PMS2	http://www.china-hvp.org/LOVD/home.php?select_db=PMS2	
PMS2	600259	http://www.genomed.org/LOVD/home.php?select_db=PMS2	http://www.genomed.org/LOVD/home.php?select_db=PMS2	
PNMA3	300675	http://www.LOVD.nl/PNMA3	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=PNMA3	
PNMA5	NA	http://www.LOVD.nl/PNMA5	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=PNMA5	
PNMA6A	NA	http://www.LOVD.nl/PNMA6A	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=PNMA6A	
PNPLA4	300102	http://www.LOVD.nl/PNPLA4	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=PNPLA4	
POF1B	300603	http://www.LOVD.nl/POF1B	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=POF1B	
POLA1	312040	http://www.LOVD.nl/POLA1	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=POLA1	
POMGNT1	NA	http://www.dmd.nl/nmdb2/home.php?select_db=POMGNT1	http://www.dmd.nl/nmdb2/home.php?select_db=POMGNT1	
POMT1	NA	http://www.dmd.nl/nmdb2/home.php?select_db=POMT1	http://www.dmd.nl/nmdb2/home.php?select_db=POMT1	
POMT2	NA	http://www.dmd.nl/nmdb2/home.php?select_db=POMT2	http://www.dmd.nl/nmdb2/home.php?select_db=POMT2	
POU3F4	NA	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=POU3F4	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=POU3F4	
PPEF1	300109	http://www.LOVD.nl/PPEF1	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=PPEF1	
PPIB	NA	https://oi.gene.le.ac.uk/home.php?select_db=PPIB	https://oi.gene.le.ac.uk/home.php?select_db=PPIB	
PPP1R3F	NA	http://www.LOVD.nl/PPP1R3F	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=PPP1R3F	
PPP2R3B	300339	http://www.LOVD.nl/PPP2R3B	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=PPP2R3B	
PQBP1	300463	http://www.LOVD.nl/PQBP1	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=PQBP1	
PRDX4	606506	http://www.LOVD.nl/PRDX4	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=PRDX4	
PRF1	NA	https://research.cchmc.org/LOVD/home.php?select_db=PRF1	https://research.cchmc.org/LOVD/home.php?select_db=PRF1	
PRICKLE3	NA	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=PRICKLE3	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=PRICKLE3	
PRKX	300083	http://www.LOVD.nl/PRKX	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=PRKX	
PROM1	NA	http://grenada.lumc.nl/LOVD2/eye/home.php?select_db=PROM1	http://grenada.lumc.nl/LOVD2/eye/home.php?select_db=PROM1	
PRPS1	311850	http://www.LOVD.nl/PRPS1	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=PRPS1	
PRPS2	311860	http://www.LOVD.nl/PRPS2	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=PRPS2	
PRRG1	604428	http://www.LOVD.nl/PRRG1	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=PRRG1	
PRRG3	300685	http://www.LOVD.nl/PRRG3	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=PRRG3	
PSMD10	603480	http://www.LOVD.nl/PSMD10	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=PSMD10	
PTCHD1	NA	http://www.LOVD.nl/PTCHD1	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=PTCHD1	
PTRF	NA	http://www.dmd.nl/nmdb2/home.php?select_db=PTRF	http://www.dmd.nl/nmdb2/home.php?select_db=PTRF	
RAB33A	300333	http://www.LOVD.nl/RAB33A	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=RAB33A	
RAB39B	300774	http://www.LOVD.nl/RAB39B	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=RAB39B	
RAB40A	NA	http://www.LOVD.nl/RAB40A	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=RAB40A	
RAB40AL	300405	http://www.LOVD.nl/RAB40AL	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=RAB40AL	
RAB41	NA	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=RAB41	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=RAB41	
RAB9B	300285	http://www.LOVD.nl/RAB9B	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=RAB9B	
RAI2	300217	http://www.LOVD.nl/RAI2	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=RAI2	
RBM10	300080	http://www.LOVD.nl/RBM10	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=RBM10	
RBM41	NA	http://www.LOVD.nl/RBM41	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=RBM41	
RBMX	300199	http://www.LOVD.nl/RBMX	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=RBMX	
RENBP	312420	http://www.LOVD.nl/RENBP	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=RENBP	
REPS2	300317	http://www.LOVD.nl/REPS2	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=REPS2	
RGAG1	NA	http://www.LOVD.nl/RGAG1	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=RGAG1	
RGAG4	NA	http://www.LOVD.nl/RGAG4	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=RGAG4	
RIPPLY1	NA	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=RIPPLY1	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=RIPPLY1	
RLIM	300379	http://www.LOVD.nl/RLIM	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=RLIM	
RNF113A	NA	http://www.LOVD.nl/RNF113A	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=RNF113A	
RNF128	300439	http://www.LOVD.nl/RNF128	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=RNF128	
RNF135	611358	http://www.LOVD.nl/RNF135	http://chromium.liacs.nl/LOVD2/home.php?select_db=RNF135	
RP2	NA	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=RP2	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=RP2	
RPA4	300767	http://www.LOVD.nl/RPA4	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=RPA4	
RPGR	NA	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=RPGR	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=RPGR	
RPL10	312173	http://www.LOVD.nl/RPL10	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=RPL10	
RPL11	NA	http://www.dbagenes.unito.it/home.php?select_db=RPL11	http://www.dbagenes.unito.it/home.php?select_db=RPL11	
RPL35A	NA	http://www.dbagenes.unito.it/home.php?select_db=RPL35A	http://www.dbagenes.unito.it/home.php?select_db=RPL35A	
RPL36A	NA	http://www.LOVD.nl/RPL36A	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=RPL36A	
RPL39	601904	http://www.LOVD.nl/RPL39	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=RPL39	
RPL5	NA	http://www.dbagenes.unito.it/home.php?select_db=RPL5	http://www.dbagenes.unito.it/home.php?select_db=RPL5	
RPL9P7	NA	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=RPL9P7	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=RPL9P7	
RPS17	NA	http://www.dbagenes.unito.it/home.php?select_db=RPS17	http://www.dbagenes.unito.it/home.php?select_db=RPS17	
RPS19	NA	http://www.dbagenes.unito.it/home.php?select_db=RPS19	http://www.dbagenes.unito.it/home.php?select_db=RPS19	
RPS24	NA	http://www.dbagenes.unito.it/home.php?select_db=RPS24	http://www.dbagenes.unito.it/home.php?select_db=RPS24	
RPS26P11	NA	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=RPS26P11	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=RPS26P11	
RPS4X	312760	http://www.LOVD.nl/RPS4X	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=RPS4X	
RPS6KA3	NA	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=RPS6KA3	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=RPS6KA3	
RPS6KA6	300303	http://www.LOVD.nl/RPS6KA6	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=RPS6KA6	
RPS7	NA	http://www.dbagenes.unito.it/home.php?select_db=RPS7	http://www.dbagenes.unito.it/home.php?select_db=RPS7	
RS1	312700	http://www.LOVD.nl/RS1	http://grenada.lumc.nl/LOVD2/eye/home.php?select_db=RS1	
RS1	312700	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=RS1	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=RS1	
RYR1	NA	http://www.dmd.nl/nmdb2/home.php?select_db=RYR1	http://www.dmd.nl/nmdb2/home.php?select_db=RYR1	
SAGE1	300359	http://www.LOVD.nl/SAGE1	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=SAGE1	
SASH3	300441	http://www.LOVD.nl/SASH3	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=SASH3	
SATL1	NA	http://www.LOVD.nl/SATL1	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=SATL1	
SCML2	300208	http://www.LOVD.nl/SCML2	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=SCML2	
SCN1A	NA	http://grenada.lumc.nl/LOVD2/FHM/home.php?select_db=SCN1A	http://grenada.lumc.nl/LOVD2/FHM/home.php?select_db=SCN1A	
SCN4A	603967	http://www.LOVD.nl/SCN4A	http://chromium.liacs.nl/LOVD2/home.php?select_db=SCN4A	
SCN4B	NA	http://www.china-hvp.org/LOVD/home.php?select_db=SCN4B	http://www.china-hvp.org/LOVD/home.php?select_db=SCN4B	
SCN4B	NA	http://www.genomed.org/LOVD/home.php?select_db=SCN4B	http://www.genomed.org/LOVD/home.php?select_db=SCN4B	
SCN5A	600163	http://china-hvp.org/LOVD/?select_db=SCN5A	http://www.china-hvp.org/LOVD/home.php?select_db=SCN5A	
SCN5A	600163	http://www.genomed.org/LOVD/home.php?select_db=SCN5A	http://www.genomed.org/LOVD/home.php?select_db=SCN5A	
SCNN1A	600228	http://grenada.lumc.nl/LOVD2/shared1	http://grenada.lumc.nl/LOVD2/shared1/home.php?select_db=SCNN1A	
SCNN1B	600760	http://grenada.lumc.nl/LOVD2/shared1	http://grenada.lumc.nl/LOVD2/shared1/home.php?select_db=SCNN1B	
SCNN1G	600761	http://grenada.lumc.nl/LOVD2/shared1	http://grenada.lumc.nl/LOVD2/shared1/home.php?select_db=SCNN1G	
SDHA	600857	http://www.LOVD.nl/SDHA	http://chromium.liacs.nl/LOVD2/SDH/home.php?select_db=SDHA	
SDHB	185470	http://www.LOVD.nl/SDHB	http://chromium.liacs.nl/LOVD2/SDH/home.php?select_db=SDHB	
SDHC	602413	http://www.LOVD.nl/SDHC	http://chromium.liacs.nl/LOVD2/SDH/home.php?select_db=SDHC	
SDHD	602690	http://www.LOVD.nl/SDHD	http://chromium.liacs.nl/LOVD2/SDH/home.php?select_db=SDHD	
SEPN1	606210	http://www.LOVD.nl/SEPN1	http://www.dmd.nl/nmdb2/home.php?select_db=SEPN1	
6-Sep	NA	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=SEPT6	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=SEPT6	
SERPINA1	NA	https://research.cchmc.org/LOVD/home.php?select_db=SERPINA1	https://research.cchmc.org/LOVD/home.php?select_db=SERPINA1	
SERPINA7	314200	http://www.LOVD.nl/SERPINA7	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=SERPINA7	
SERPINH1	NA	https://oi.gene.le.ac.uk/home.php?select_db=SERPINH1	https://oi.gene.le.ac.uk/home.php?select_db=SERPINH1	
SFRS17A	465000	http://www.LOVD.nl/SFRS17A	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=SFRS17A	
SGCA	NA	http://www.dmd.nl/nmdb2/home.php?select_db=SGCA	http://www.dmd.nl/nmdb2/home.php?select_db=SGCA	
SGCB	NA	http://www.dmd.nl/nmdb2/home.php?select_db=SGCB	http://www.dmd.nl/nmdb2/home.php?select_db=SGCB	
SGCD	NA	http://www.dmd.nl/nmdb2/home.php?select_db=SGCD	http://www.dmd.nl/nmdb2/home.php?select_db=SGCD	
SGCE	NA	http://www.dmd.nl/nmdb2/home.php?select_db=SGCE	http://www.dmd.nl/nmdb2/home.php?select_db=SGCE	
SGCG	NA	http://www.dmd.nl/nmdb2/home.php?select_db=SGCG	http://www.dmd.nl/nmdb2/home.php?select_db=SGCG	
SGCZ	NA	http://www.dmd.nl/nmdb2/home.php?select_db=SGCZ	http://www.dmd.nl/nmdb2/home.php?select_db=SGCZ	
SH2D1A	NA	https://research.cchmc.org/LOVD/home.php?select_db=SH2D1A	https://research.cchmc.org/LOVD/home.php?select_db=SH2D1A	
SH3KBP1	300374	http://www.LOVD.nl/SH3KBP1	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=SH3KBP1	
SHOX	312865	http://hyg-serv-01.hyg.uni-heidelberg.de/lovd/index.php?select_db=SHOX	http://hyg-serv-01.hyg.uni-heidelberg.de/lovd/index.php?select_db=SHOX	
SHOX	312865	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=SHOX	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=SHOX	
SHROOM2	300103	http://www.LOVD.nl/SHROOM2	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=SHROOM2	
SHROOM4	300579	http://www.LOVD.nl/SHROOM4	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=SHROOM4	
SIAH1L	NA	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=SIAH1L	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=SIAH1L	
SLC10A3	312090	http://www.LOVD.nl/SLC10A3	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=SLC10A3	
SLC16A2	300095	http://www.LOVD.nl/SLC16A2	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=SLC16A2	
SLC25A13	603859	http://www.LOVD.nl/SLC25A13	http://chromium.liacs.nl/LOVD2/home.php?select_db=SLC25A13	
SLC25A14	300242	http://www.LOVD.nl/SLC25A14	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=SLC25A14	
SLC25A15	603861	http://www.LOVD.nl/SLC25A15	http://chromium.liacs.nl/LOVD2/home.php?select_db=SLC25A15	
SLC25A43	300641	http://www.LOVD.nl/SLC25A43	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=SLC25A43	
SLC25A5	300150	http://www.LOVD.nl/SLC25A5	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=SLC25A5	
SLC25A6	403000	http://www.LOVD.nl/SLC25A6	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=SLC25A6	
SLC26A4	NA	https://research.cchmc.org/LOVD/home.php?select_db=SLC26A4	https://research.cchmc.org/LOVD/home.php?select_db=SLC26A4	
SLC29A3	NA	http://grenada.lumc.nl/LOVD2/shared1/home.php?select_db=SLC29A3	http://grenada.lumc.nl/LOVD2/shared1/home.php?select_db=SLC29A3	
SLC38A5	300649	http://www.LOVD.nl/SLC38A5	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=SLC38A5	
SLC6A14	300444	http://www.LOVD.nl/SLC6A14	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=SLC6A14	
SLC6A3	NA	http://grenada.lumc.nl/LOVD2/shared1/home.php?select_db=SLC6A3	http://grenada.lumc.nl/LOVD2/shared1/home.php?select_db=SLC6A3	
SLC6A5	NA	http://grenada.lumc.nl/LOVD2/shared1/home.php?select_db=SLC6A5	http://grenada.lumc.nl/LOVD2/shared1/home.php?select_db=SLC6A5	
SLC6A8	300036	http://www.LOVD.nl/SLC6A8	http://grenada.lumc.nl/LOVD2/vumc/home.php?select_db=SLC6A8	
SLC6A8	300036	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=SLC6A8	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=SLC6A8	
SLC7A3	300443	http://www.LOVD.nl/SLC7A3	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=SLC7A3	
SLC9A6	300231	http://www.LOVD.nl/SLC9A6	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=SLC9A6	
SLC9A7	300368	http://www.LOVD.nl/SLC9A7	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=SLC9A7	
SLITRK2	300561	http://www.LOVD.nl/SLITRK2	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=SLITRK2	
SLITRK4	NA	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=SLITRK4	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=SLITRK4	
SMAD3	NA	http://lovd.bx.psu.edu/home.php?select_db=SMAD3	http://lovd.bx.psu.edu/home.php?select_db=SMAD3	
SMAD6	NA	http://lovd.bx.psu.edu/home.php?select_db=SMAD6	http://lovd.bx.psu.edu/home.php?select_db=SMAD6	
SMARCA1	300012	http://www.LOVD.nl/SMARCA1	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=SMARCA1	
SMC1A	300040	http://www.LOVD.nl/SMC1A	http://grenada.lumc.nl/LOVD2/CDLS/home.php?select_db=SMC1A	
SMC1A	300040	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=SMC1A	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=SMC1A	
SMC3	606062	http://www.LOVD.nl/SMC3	http://grenada.lumc.nl/LOVD2/CDLS/home.php?select_db=SMC3	
SMN1	NA	http://www.dmd.nl/nmdb2/home.php?select_db=SMN1	http://www.dmd.nl/nmdb2/home.php?select_db=SMN1	
SMS	300105	http://www.LOVD.nl/SMS	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=SMS	
SNCA	163890	http://www.LOVD.nl/SNCA	http://grenada.lumc.nl/LOVD2/TPI/home.php?select_db=SNCA	
SNTA1	NA	http://www.china-hvp.org/LOVD/home.php?select_db=SNTA1	http://www.china-hvp.org/LOVD/home.php?select_db=SNTA1	
SNTA1	NA	http://www.genomed.org/LOVD/home.php?select_db=SNTA1	http://www.genomed.org/LOVD/home.php?select_db=SNTA1	
SOST	NA	http://chromium.liacs.nl/LOVD2/home.php?select_db=SOST	http://chromium.liacs.nl/LOVD2/home.php?select_db=SOST	
SOX10	NA	http://grenada.lumc.nl/LOVD2/WS/home.php?select_db=SOX10	http://grenada.lumc.nl/LOVD2/WS/home.php?select_db=SOX10	
SOX3	313430	http://www.LOVD.nl/SOX3	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=SOX3	
SPANXN1	NA	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=SPANXN1	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=SPANXN1	
SPANXN4	300667	http://www.LOVD.nl/SPANXN4	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=SPANXN4	
SPIN2A	300621	http://www.LOVD.nl/SPIN2A	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=SPIN2A	
SRPK3	NA	http://www.LOVD.nl/SRPK3	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=SRPK3	
SRPX	300187	http://www.LOVD.nl/SRPX	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=SRPX	
SRPX2	300642	http://www.LOVD.nl/SRPX2	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=SRPX2	
SSPN	NA	http://www.dmd.nl/nmdb2/home.php?select_db=SSPN	http://www.dmd.nl/nmdb2/home.php?select_db=SSPN	
SSX1	312820	http://www.LOVD.nl/SSX1	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=SSX1	
SSX3	300325	http://www.LOVD.nl/SSX3	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=SSX3	
